383,40.858406,-73.90388,1185286.0,183 St,4
236,40.686146,-73.99086,2716147.0,Bergen St,F G
100,40.70687,-73.95343,615305.0,Hewes St,M J
293,40.889248,-73.89858,1453541.0,Van Cortlandt Park-242 St,1
393,40.79863,-73.94162,2763998.0,116 St,6
345,40.668896,-73.932945,5194539.0,Crown Hts-Utica Av,3 4
376,40.807568,-73.91924,1096478.0,Brook Av,6
396,40.78567,-73.95107,3779257.0,96 St,6
426,40.841892,-73.87349,1750060.0,E 180 St,2 5
279,40.700485,-73.80797,6003128.0,Sutphin Blvd-Archer Av-JFK Airport,E J Z
280,40.702564,-73.81686,1011077.0,Jamaica-Van Wyck,E
109,40.706184,-73.895874,1227332.0,Fresh Pond Rd,M
329,40.70751,-74.01379,1637562.0,Rector St,1
346,40.66472,-73.92261,1284255.0,Sutter Av-Rutland Rd,3
290,40.688873,-73.96007,1346021.0,Classon Av,G
164,40.75229,-73.99339,17123122.0,34 St-Penn Station,A C E
108,40.711395,-73.8896,829098.0,Middle Village-Metropolitan Av,M
343,40.669846,-73.95046,814798.0,Nostrand Av,3
167,40.732338,-74.000496,10075461.0,W 4 St-Wash Sq,A C E B D F M
138,40.646652,-73.90185,701932.0,Canarsie-Rockaway Pkwy,L
38,40.62269,-74.0284,2670430.0,86 St,R
341,40.671986,-73.96438,1124452.0,Eastern Pkwy-Brooklyn Museum,2 3
200,40.588036,-73.813644,176058.0,Beach 90 St,A S
223,40.76463,-73.96611,3749974.0,Lexington Av/63 St,F Q
238,40.67358,-73.99596,968943.0,Smith-9 Sts,F G
387,40.840076,-73.91779,1453688.0,170 St,4
288,40.69457,-73.94904,1263771.0,Myrtle-Willoughby Avs,G
118,40.73285,-73.98612,1569617.0,3 Av,L
388,40.835537,-73.9214,1893989.0,167 St,4
381,40.86776,-73.89717,1952122.0,Kingsbridge Rd,4
177,40.68326,-73.965836,1599547.0,Clinton-Washington Avs,C
395,40.7906,-73.94748,2602422.0,103 St,6
394,40.79502,-73.94425,2103484.0,110 St,6
196,40.672096,-73.83592,208555.0,Aqueduct Racetrack,A
379,40.87975,-73.88466,1736402.0,Mosholu Pkwy,4
380,40.873413,-73.89006,1198089.0,Bedford Park Blvd-Lehman College,4
111,40.702763,-73.90774,618119.0,Seneca Av,M
284,40.724636,-73.95128,2325764.0,Nassau Av,G
1,40.775036,-73.91203,3287685.0,Astoria-Ditmars Blvd,N W
206,40.59294,-73.77602,146015.0,Beach 44 St,A
424,40.857193,-73.867615,1701902.0,Pelham Pkwy,2 5
391,40.813225,-73.92985,782046.0,138 St-Grand Concourse,4 5
199,40.608383,-73.815926,58115.0,Broad Channel,A S
418,40.893192,-73.857475,847952.0,233 St,2 5
416,40.903126,-73.85062,867064.0,Wakefield-241 St,2
328,40.711834,-74.01219,3318392.0,WTC Cortlandt,1
419,40.888023,-73.860344,594383.0,225 St,2 5
425,40.848827,-73.868454,456438.0,Bronx Park East,2 5
421,40.87785,-73.86626,1224503.0,Gun Hill Rd,2 5
422,40.871357,-73.867165,536131.0,Burke Av,2 5
423,40.865463,-73.867355,879106.0,Allerton Av,2 5
417,40.89838,-73.85438,586423.0,Nereid Av,2 5
