shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
canonical-899_0005,42.270459,-71.066274,30012,
canonical-899_0005,42.270346,-71.066867,30013,
canonical-899_0005,42.270311,-71.067167,30014,
canonical-899_0005,42.270308,-71.067244,30015,
canonical-899_0005,42.270297,-71.067480,30016,
canonical-899_0005,42.270295,-71.067674,30017,
canonical-899_0005,42.270295,-71.067674,40001,
canonical-899_0005,42.270295,-71.067738,40002,
canonical-899_0005,42.270300,-71.067865,40003,
canonical-899_0005,42.270305,-71.068007,40004,
canonical-899_0005,42.270292,-71.068405,40005,
canonical-899_0005,42.270280,-71.069905,40006,
canonical-899_0005,42.270265,-71.070638,40007,
canonical-899_0005,42.270251,-71.071019,40008,
canonical-899_0005,42.270222,-71.071418,40009,
canonical-899_0005,42.270065,-71.072693,40010,
canonical-899_0005,42.270026,-71.073093,40011,
canonical-899_0005,42.270015,-71.073190,40012,
canonical-899_0005,42.270003,-71.073294,40013,
canonical-899_0005,42.269998,-71.073330,40014,
canonical-899_0005,42.269998,-71.073330,50001,
canonical-899_0005,42.269961,-71.073610,50002,
canonical-899_0005,42.269875,-71.074385,50003,
canonical-899_0005,42.269789,-71.075178,50004,
canonical-899_0005,42.269720,-71.075667,50005,
canonical-899_0005,42.269674,-71.075921,50006,
canonical-899_0005,42.269611,-71.076214,50007,
canonical-899_0005,42.269489,-71.076724,50008,
canonical-899_0005,42.269333,-71.077339,50009,
canonical-899_0005,42.269242,-71.077722,50010,
canonical-899_0005,42.268948,-71.078904,50011,
canonical-899_0005,42.268807,-71.079503,50012,
canonical-899_0005,42.268646,-71.080141,50013,
canonical-899_0005,42.268451,-71.080955,50014,
canonical-899_0005,42.268312,-71.081505,50015,
canonical-899_0005,42.268299,-71.081557,50016,
canonical-899_0005,42.268299,-71.081557,60001,
canonical-899_0005,42.268233,-71.081817,60002,
canonical-899_0005,42.267680,-71.084082,60003,
canonical-899_0005,42.267571,-71.084511,60004,
canonical-899_0005,42.267482,-71.084894,60005,
canonical-899_0005,42.267409,-71.085260,60006,
canonical-899_0005,42.267377,-71.085560,60007,
canonical-899_0005,42.267370,-71.085769,60008,
canonical-899_0005,42.267371,-71.086033,60009,
canonical-899_0005,42.267379,-71.086247,60010,
canonical-899_0005,42.267403,-71.086512,60011,
canonical-899_0005,42.267465,-71.086907,60012,
canonical-899_0005,42.267539,-71.087206,60013,
canonical-899_0005,42.267608,-71.087533,60014,
canonical-899_0005,42.267663,-71.087772,60015,
canonical-899_0005,42.267663,-71.087772,70001,
canonical-899_0005,42.267698,-71.087922,70002,
canonical-899_0005,42.267861,-71.088719,70003,
canonical-899_0005,42.267892,-71.088987,70004,
canonical-899_0005,42.267906,-71.089215,70005,
canonical-899_0005,42.267907,-71.089501,70006,
canonical-899_0005,42.267885,-71.089963,70007,
canonical-899_0005,42.267869,-71.090237,70008,
canonical-899_0005,42.267844,-71.090541,70009,
canonical-899_0005,42.267812,-71.090768,70010,
canonical-899_0005,42.267754,-71.090893,70011,
canonical-899_0005,42.267690,-71.090989,70012,
canonical-899_0005,42.267667,-71.091041,70013,
canonical-899_0005,42.267650,-71.091164,70014,
canonical-899_0005,42.267516,-71.091986,70015,
canonical-899_0005,42.267504,-71.092040,70016,
canonical-899_0008,42.267515,-71.091990,10001,
canonical-899_0008,42.267516,-71.091986,10002,
canonical-899_0008,42.267650,-71.091164,10003,
canonical-899_0008,42.267667,-71.091041,10004,
canonical-899_0008,42.267690,-71.090989,10005,
canonical-899_0008,42.267754,-71.090893,10006,
canonical-899_0008,42.267812,-71.090768,10007,
canonical-899_0008,42.267844,-71.090541,10008,
canonical-899_0008,42.267869,-71.090237,10009,
canonical-899_0008,42.267885,-71.089963,10010,
canonical-899_0008,42.267907,-71.089501,10011,
canonical-899_0008,42.267906,-71.089215,10012,
canonical-899_0008,42.267892,-71.088987,10013,
canonical-899_0008,42.267861,-71.088719,10014,
canonical-899_0008,42.267698,-71.087922,10015,
canonical-899_0008,42.267608,-71.087533,10016,
canonical-899_0008,42.267584,-71.087420,10017,
canonical-899_0008,42.267584,-71.087420,20001,
canonical-899_0008,42.267539,-71.087206,20002,
canonical-899_0008,42.267465,-71.086907,20003,
canonical-899_0008,42.267403,-71.086512,20004,
canonical-899_0008,42.267379,-71.086247,20005,
canonical-899_0008,42.267371,-71.086033,20006,
canonical-899_0008,42.267370,-71.085769,20007,
canonical-899_0008,42.267377,-71.085560,20008,
canonical-899_0008,42.267409,-71.085260,20009,
canonical-899_0008,42.267482,-71.084894,20010,
canonical-899_0008,42.267571,-71.084511,20011,
canonical-899_0008,42.267680,-71.084082,20012,
canonical-899_0008,42.268233,-71.081817,20013,
canonical-899_0008,42.268299,-71.081554,20014,
canonical-899_0008,42.268299,-71.081554,30001,
canonical-899_0008,42.268312,-71.081505,30002,
canonical-899_0008,42.268451,-71.080955,30003,
canonical-899_0008,42.268646,-71.080141,30004,
canonical-899_0008,42.268807,-71.079503,30005,
canonical-899_0008,42.268948,-71.078904,30006,
canonical-899_0008,42.269242,-71.077722,30007,
canonical-899_0008,42.269333,-71.077339,30008,
canonical-899_0008,42.269489,-71.076724,30009,
canonical-899_0008,42.269611,-71.076214,30010,
canonical-899_0008,42.269674,-71.075921,30011,
canonical-899_0008,42.269720,-71.075667,30012,
canonical-899_0008,42.269789,-71.075178,30013,
canonical-899_0008,42.269875,-71.074385,30014,
canonical-899_0008,42.269961,-71.073610,30015,
canonical-899_0008,42.270000,-71.073315,30016,
canonical-899_0008,42.270000,-71.073315,40001,
canonical-899_0008,42.270003,-71.073294,40002,
canonical-899_0008,42.270015,-71.073190,40003,
canonical-899_0008,42.270026,-71.073093,40004,
canonical-899_0008,42.270065,-71.072693,40005,
canonical-899_0008,42.270222,-71.071418,40006,
canonical-899_0008,42.270251,-71.071019,40007,
canonical-899_0008,42.270265,-71.070638,40008,
canonical-899_0008,42.270280,-71.069905,40009,
canonical-899_0008,42.270292,-71.068405,40010,
canonical-899_0008,42.270305,-71.068007,40011,
canonical-899_0008,42.270300,-71.067865,40012,
canonical-899_0008,42.270295,-71.067738,40013,
canonical-899_0008,42.270296,-71.067666,40014,
canonical-899_0008,42.270296,-71.067666,50001,
canonical-899_0008,42.270297,-71.067480,50002,
canonical-899_0008,42.270308,-71.067244,50003,
canonical-899_0008,42.270311,-71.067167,50004,
canonical-899_0008,42.270346,-71.066867,50005,
canonical-899_0008,42.270459,-71.066274,50006,
canonical-899_0008,42.270588,-71.065849,50007,
canonical-899_0008,42.270711,-71.065485,50008,
canonical-899_0008,42.270786,-71.065263,50009,
canonical-899_0008,42.270870,-71.065012,50010,
canonical-899_0008,42.271033,-71.064650,50011,
canonical-899_0008,42.271060,-71.064574,50012,
canonical-899_0008,42.271088,-71.064508,50013,
canonical-899_0008,42.271285,-71.064159,50014,
canonical-899_0008,42.271688,-71.063520,50015,
canonical-899_0008,42.272019,-71.063043,50016,
canonical-899_0008,42.272341,-71.062559,50017,
canonical-899_0008,42.272341,-71.062559,60001,
canonical-899_0008,42.272345,-71.062552,60002,
canonical-899_0008,42.272588,-71.062180,60003,
canonical-899_0008,42.273075,-71.061472,60004,
canonical-899_0008,42.273461,-71.060901,60005,
canonical-899_0008,42.273783,-71.060402,60006,
canonical-899_0008,42.274101,-71.059921,60007,
canonical-899_0008,42.274364,-71.059544,60008,
canonical-899_0008,42.274513,-71.059356,60009,
canonical-899_0008,42.274594,-71.059279,60010,
canonical-899_0008,42.274730,-71.059179,60011,
canonical-899_0008,42.274832,-71.059096,60012,
canonical-899_0008,42.274941,-71.059026,60013,
canonical-899_0008,42.275047,-71.058974,60014,
canonical-899_0008,42.275248,-71.058894,60015,
canonical-899_0008,42.275339,-71.058865,60016,
canonical-899_0008,42.275503,-71.058829,60017,
canonical-899_0008,42.275726,-71.058807,60018,
canonical-899_0008,42.275921,-71.058823,60019,
canonical-899_0008,42.276088,-71.058860,60020,
canonical-899_0008,42.276312,-71.058930,60021,
canonical-899_0008,42.276864,-71.059136,60022,
canonical-899_0008,42.276912,-71.059156,60023,
canonical-899_0008,42.278290,-71.059651,60024,
canonical-899_0008,42.278408,-71.059705,60025,
canonical-899_0008,42.278511,-71.059758,60026,
canonical-899_0008,42.278730,-71.059850,60027,
canonical-899_0008,42.278894,-71.059932,60028,
canonical-899_0008,42.279141,-71.060065,60029,
canonical-899_0008,42.279334,-71.060180,60030,
canonical-899_0008,42.279370,-71.060211,60031,
canonical-899_0008,42.279663,-71.060398,60032,
canonical-899_0008,42.279683,-71.060409,60033,
canonical-899_0008,42.279683,-71.060409,70001,
canonical-899_0008,42.279704,-71.060422,70002,
canonical-899_0008,42.280445,-71.060910,70003,
canonical-899_0008,42.280766,-71.061138,70004,
canonical-899_0008,42.281239,-71.061436,70005,
canonical-899_0008,42.281687,-71.061738,70006,
canonical-899_0008,42.282454,-71.062268,70007,
canonical-899_0008,42.282775,-71.062477,70008,
canonical-899_0008,42.283209,-71.062733,70009,
canonical-899_0008,42.283480,-71.062886,70010,
canonical-899_0008,42.283646,-71.063000,70011,
canonical-899_0008,42.283786,-71.063105,70012,
canonical-899_0008,42.283901,-71.063183,70013,
canonical-899_0008,42.284095,-71.063303,70014,
canonical-903_0017,42.300731,-71.114102,10001,
canonical-903_0017,42.301103,-71.113837,10002,
canonical-903_0017,42.301979,-71.113242,10003,
canonical-903_0017,42.302063,-71.113184,10004,
canonical-903_0017,42.302143,-71.113130,10005,
canonical-903_0017,42.302369,-71.112936,10006,
canonical-903_0017,42.302440,-71.112876,10007,
canonical-903_0017,42.302972,-71.112510,10008,
canonical-903_0017,42.303392,-71.112192,10009,
canonical-903_0017,42.304175,-71.111647,10010,
canonical-903_0017,42.304624,-71.111329,10011,
canonical-903_0017,42.305258,-71.110910,10012,
canonical-903_0017,42.306021,-71.110418,10013,
canonical-903_0017,42.306368,-71.110181,10014,
canonical-903_0017,42.307568,-71.109421,10015,
canonical-903_0017,42.307619,-71.109388,10016,
canonical-903_0017,42.308458,-71.108858,10017,
canonical-903_0017,42.308743,-71.108649,10018,
canonical-903_0017,42.308946,-71.108509,10019,
canonical-903_0017,42.309259,-71.108304,10020,
canonical-903_0017,42.310064,-71.107786,10021,
canonical-903_0017,42.310406,-71.107568,10022,
canonical-903_0017,42.310496,-71.107510,10023,
canonical-903_0017,42.310496,-71.107510,20001,
canonical-903_0017,42.310671,-71.107398,20002,
canonical-903_0017,42.310800,-71.107317,20003,
canonical-903_0017,42.311567,-71.106832,20004,
canonical-903_0017,42.312494,-71.106312,20005,
canonical-903_0017,42.312954,-71.106096,20006,
canonical-903_0017,42.313753,-71.105744,20007,
canonical-903_0017,42.313754,-71.105737,20008,
canonical-903_0017,42.314155,-71.105585,20009,
canonical-903_0017,42.314686,-71.105355,20010,
canonical-903_0017,42.315036,-71.105221,20011,
canonical-903_0017,42.315963,-71.104889,20012,
canonical-903_0017,42.316064,-71.104846,20013,
canonical-903_0017,42.316429,-71.104689,20014,
canonical-903_0017,42.317021,-71.104387,20015,
canonical-903_0017,42.317210,-71.104280,20016,
canonical-903_0017,42.317272,-71.104246,20017,
canonical-903_0017,42.317272,-71.104246,30001,
canonical-903_0017,42.317391,-71.104179,30002,
canonical-903_0017,42.317776,-71.103960,30003,
canonical-903_0017,42.318221,-71.103689,30004,
canonical-903_0017,42.318497,-71.103509,30005,
canonical-903_0017,42.319187,-71.103013,30006,
canonical-903_0017,42.319591,-71.102699,30007,
canonical-903_0017,42.320426,-71.101965,30008,
canonical-903_0017,42.321188,-71.101309,30009,
canonical-903_0017,42.321662,-71.100939,30010,
canonical-903_0017,42.322054,-71.100624,30011,
canonical-903_0017,42.322487,-71.100315,30012,
canonical-903_0017,42.322578,-71.100248,30013,
canonical-903_0017,42.322782,-71.100095,30014,
canonical-903_0017,42.322875,-71.100028,30015,
canonical-903_0017,42.322952,-71.099985,30016,
canonical-903_0017,42.322952,-71.099985,40001,
canonical-903_0017,42.323392,-71.099733,40002,
canonical-903_0017,42.324851,-71.098990,40003,
canonical-903_0017,42.325049,-71.098920,40004,
canonical-903_0017,42.325096,-71.098903,40005,
canonical-903_0017,42.326166,-71.098486,40006,
canonical-903_0017,42.326307,-71.098437,40007,
canonical-903_0017,42.326539,-71.098357,40008,
canonical-903_0017,42.326951,-71.098189,40009,
canonical-903_0017,42.327268,-71.098048,40010,
canonical-903_0017,42.327575,-71.097942,40011,
canonical-903_0017,42.327823,-71.097839,40012,
canonical-903_0017,42.328067,-71.097706,40013,
canonical-903_0017,42.328274,-71.097603,40014,
canonical-903_0017,42.328423,-71.097501,40015,
canonical-903_0017,42.328728,-71.097335,40016,
canonical-903_0017,42.328915,-71.097242,40017,
canonical-903_0017,42.329091,-71.097121,40018,
canonical-903_0017,42.329328,-71.096988,40019,
canonical-903_0017,42.329667,-71.096747,40020,
canonical-903_0017,42.330070,-71.096443,40021,
canonical-903_0017,42.331060,-71.095644,40022,
canonical-903_0017,42.331372,-71.095370,40023,
canonical-903_0017,42.331372,-71.095370,50001,
canonical-903_0017,42.331372,-71.095369,50002,
canonical-903_0017,42.331539,-71.095223,50003,
canonical-903_0017,42.331615,-71.095156,50004,
canonical-903_0017,42.331856,-71.094924,50005,
canonical-903_0017,42.332336,-71.094391,50006,
canonical-903_0017,42.332422,-71.094313,50007,
canonical-903_0017,42.333418,-71.093109,50008,
canonical-903_0017,42.333499,-71.093011,50009,
canonical-903_0017,42.335642,-71.090472,50010,
canonical-903_0017,42.335740,-71.090355,50011,
canonical-903_0017,42.336494,-71.089431,50012,
canonical-903_0017,42.336494,-71.089431,60001,
canonical-903_0017,42.336592,-71.089311,60002,
canonical-903_0017,42.336766,-71.089097,60003,
canonical-903_0017,42.337498,-71.088198,60004,
canonical-903_0017,42.337857,-71.087766,60005,
canonical-903_0017,42.340320,-71.084720,60006,
canonical-903_0017,42.341203,-71.083629,60007,
canonical-903_0017,42.341376,-71.083399,60008,
canonical-903_0017,42.341558,-71.083157,60009,
canonical-903_0017,42.341706,-71.082959,60010,
canonical-903_0017,42.341706,-71.082959,70001,
canonical-903_0017,42.341968,-71.082610,70002,
canonical-903_0017,42.342841,-71.081571,70003,
canonical-903_0017,42.343418,-71.080910,70004,
canonical-903_0017,42.343661,-71.080621,70005,
canonical-903_0017,42.343723,-71.080565,70006,
canonical-903_0017,42.344174,-71.080020,70007,
canonical-903_0017,42.344332,-71.079816,70008,
canonical-903_0017,42.345848,-71.077993,70009,
canonical-903_0017,42.346353,-71.077351,70010,
canonical-903_0017,42.346819,-71.076738,70011,
canonical-903_0017,42.347101,-71.076388,70012,
canonical-903_0017,42.347208,-71.076226,70013,
canonical-903_0017,42.347309,-71.076049,70014,
canonical-903_0017,42.347340,-71.075982,70015,
canonical-903_0017,42.347399,-71.075797,70016,
canonical-903_0017,42.347403,-71.075785,70017,
canonical-903_0017,42.347403,-71.075785,80001,
canonical-903_0017,42.347458,-71.075585,80002,
canonical-903_0017,42.347519,-71.075110,80003,
canonical-903_0017,42.347560,-71.074718,80004,
canonical-903_0017,42.347569,-71.074335,80005,
canonical-903_0017,42.347579,-71.073841,80006,
canonical-903_0017,42.347593,-71.073569,80007,
canonical-903_0017,42.347588,-71.072294,80008,
canonical-903_0017,42.347596,-71.071599,80009,
canonical-903_0017,42.347583,-71.070204,80010,
canonical-903_0017,42.347565,-71.068987,80011,
canonical-903_0017,42.347546,-71.068647,80012,
canonical-903_0017,42.347465,-71.067868,80013,
canonical-903_0017,42.347464,-71.067673,80014,
canonical-903_0017,42.347481,-71.067527,80015,
canonical-903_0017,42.347542,-71.067344,80016,
canonical-903_0017,42.348989,-71.064201,80017,
canonical-903_0017,42.349072,-71.064112,80018,
canonical-903_0017,42.349524,-71.063995,80019,
canonical-903_0017,42.349524,-71.063995,90001,
canonical-903_0017,42.349826,-71.063918,90002,
canonical-903_0017,42.350443,-71.063318,90003,
canonical-903_0017,42.350737,-71.062986,90004,
canonical-903_0017,42.350838,-71.062918,90005,
canonical-903_0017,42.350966,-71.062858,90006,
canonical-903_0017,42.351596,-71.062699,90007,
canonical-903_0017,42.352431,-71.062528,90008,
canonical-903_0017,42.352536,-71.062512,90009,
canonical-903_0017,42.352536,-71.062512,100001,
canonical-903_0017,42.352830,-71.062467,100002,
canonical-903_0017,42.353068,-71.062446,100003,
canonical-903_0017,42.353281,-71.062439,100004,
canonical-903_0017,42.353504,-71.062363,100005,
canonical-903_0017,42.353618,-71.062304,100006,
canonical-903_0017,42.353888,-71.062045,100007,
canonical-903_0017,42.354067,-71.061850,100008,
canonical-903_0017,42.354920,-71.061027,100009,
canonical-903_0017,42.355291,-71.060598,100010,
canonical-903_0017,42.355565,-71.060333,100011,
canonical-903_0017,42.355576,-71.060321,100012,
canonical-903_0017,42.355576,-71.060321,110001,
canonical-903_0017,42.355996,-71.059847,110002,
canonical-903_0017,42.356503,-71.059266,110003,
canonical-903_0017,42.356942,-71.058665,110004,
canonical-903_0017,42.357914,-71.057795,110005,
canonical-903_0017,42.358026,-71.057719,110006,
canonical-903_0017,42.358110,-71.057709,110007,
canonical-903_0017,42.358872,-71.057710,110008,
canonical-903_0017,42.358977,-71.057708,110009,
canonical-903_0017,42.358977,-71.057708,120001,
canonical-903_0017,42.360395,-71.057691,120002,
canonical-903_0017,42.362708,-71.057892,120003,
canonical-903_0017,42.362969,-71.057940,120004,
canonical-903_0017,42.363140,-71.058043,120005,
canonical-903_0017,42.363140,-71.058043,130001,
canonical-903_0017,42.363321,-71.058165,130002,
canonical-903_0017,42.363533,-71.058364,130003,
canonical-903_0017,42.364186,-71.059114,130004,
canonical-903_0017,42.365743,-71.060455,130005,
canonical-903_0017,42.365743,-71.060455,140001,
canonical-903_0017,42.365832,-71.060531,140002,
canonical-903_0017,42.371298,-71.065725,140003,
canonical-903_0017,42.371310,-71.065748,140004,
canonical-903_0017,42.372677,-71.067739,140005,
canonical-903_0017,42.373453,-71.069084,140006,
canonical-903_0017,42.373642,-71.069578,140007,
canonical-903_0017,42.373657,-71.069613,140008,
canonical-903_0017,42.373657,-71.069613,150001,
canonical-903_0017,42.374109,-71.070642,150002,
canonical-903_0017,42.374366,-71.071204,150003,
canonical-903_0017,42.374488,-71.071477,150004,
canonical-903_0017,42.375065,-71.072442,150005,
canonical-903_0017,42.375461,-71.073003,150006,
canonical-903_0017,42.375918,-71.073634,150007,
canonical-903_0017,42.376445,-71.074194,150008,
canonical-903_0017,42.376996,-71.074680,150009,
canonical-903_0017,42.378895,-71.076313,150010,
canonical-903_0017,42.379358,-71.076605,150011,
canonical-903_0017,42.379536,-71.076679,150012,
canonical-903_0017,42.379593,-71.076710,150013,
canonical-903_0017,42.379743,-71.076783,150014,
canonical-903_0017,42.379995,-71.076868,150015,
canonical-903_0017,42.380169,-71.076908,150016,
canonical-903_0017,42.380307,-71.076932,150017,
canonical-903_0017,42.380549,-71.076935,150018,
canonical-903_0017,42.381775,-71.076955,150019,
canonical-903_0017,42.382587,-71.077017,150020,
canonical-903_0017,42.382872,-71.077006,150021,
canonical-903_0017,42.383007,-71.077001,150022,
canonical-903_0017,42.383106,-71.076998,150023,
canonical-903_0017,42.383675,-71.076967,150024,
canonical-903_0017,42.383675,-71.076967,160001,
canonical-903_0017,42.384131,-71.076943,160002,
canonical-903_0017,42.384489,-71.076918,160003,
canonical-903_0017,42.385151,-71.076919,160004,
canonical-903_0017,42.385274,-71.076927,160005,
canonical-903_0017,42.385596,-71.076927,160006,
canonical-903_0017,42.385786,-71.076923,160007,
canonical-903_0017,42.386191,-71.076929,160008,
canonical-903_0017,42.386303,-71.076923,160009,
canonical-903_0017,42.386457,-71.076925,160010,
canonical-903_0017,42.386970,-71.076938,160011,
canonical-903_0017,42.387402,-71.076947,160012,
canonical-903_0017,42.387963,-71.076995,160013,
canonical-903_0017,42.388473,-71.077017,160014,
canonical-903_0017,42.389523,-71.077050,160015,
canonical-903_0017,42.389980,-71.077044,160016,
canonical-903_0017,42.390653,-71.077048,160017,
canonical-903_0017,42.391317,-71.077086,160018,
canonical-903_0017,42.392354,-71.077191,160019,
canonical-903_0017,42.392660,-71.077216,160020,
canonical-903_0017,42.392660,-71.077216,170001,
canonical-903_0017,42.393336,-71.077273,170002,
canonical-903_0017,42.394309,-71.077294,170003,
canonical-903_0017,42.396978,-71.077280,170004,
canonical-903_0017,42.397769,-71.077266,170005,
canonical-903_0017,42.398491,-71.077262,170006,
canonical-903_0017,42.398849,-71.077236,170007,
canonical-903_0017,42.399364,-71.077232,170008,
canonical-903_0017,42.400069,-71.077209,170009,
canonical-903_0017,42.400432,-71.077209,170010,
canonical-903_0017,42.400793,-71.077191,170011,
canonical-903_0017,42.401722,-71.077151,170012,
canonical-903_0017,42.402447,-71.077121,170013,
canonical-903_0017,42.402646,-71.077100,170014,
canonical-903_0017,42.402716,-71.077092,170015,
canonical-903_0017,42.403722,-71.077045,170016,
canonical-903_0017,42.403955,-71.077021,170017,
canonical-903_0017,42.403955,-71.077021,180001,
canonical-903_0017,42.404159,-71.077001,180002,
canonical-903_0017,42.404288,-71.076998,180003,
canonical-903_0017,42.404411,-71.076996,180004,
canonical-903_0017,42.404896,-71.077003,180005,
canonical-903_0017,42.404992,-71.077003,180006,
canonical-903_0017,42.405784,-71.076990,180007,
canonical-903_0017,42.406351,-71.076988,180008,
canonical-903_0017,42.409317,-71.076932,180009,
canonical-903_0017,42.410595,-71.076891,180010,
canonical-903_0017,42.411038,-71.076913,180011,
canonical-903_0017,42.411561,-71.076908,180012,
canonical-903_0017,42.413161,-71.076867,180013,
canonical-903_0017,42.414700,-71.076825,180014,
canonical-903_0017,42.415910,-71.076804,180015,
canonical-903_0017,42.416433,-71.076805,180016,
canonical-903_0017,42.417129,-71.076831,180017,
canonical-903_0017,42.417641,-71.076835,180018,
canonical-903_0017,42.417822,-71.076835,180019,
canonical-903_0017,42.418976,-71.076807,180020,
canonical-903_0017,42.419499,-71.076744,180021,
canonical-903_0017,42.420264,-71.076624,180022,
canonical-903_0017,42.420656,-71.076547,180023,
canonical-903_0017,42.421633,-71.076285,180024,
canonical-903_0017,42.421711,-71.076258,180025,
canonical-903_0017,42.422051,-71.076139,180026,
canonical-903_0017,42.422460,-71.075987,180027,
canonical-903_0017,42.423310,-71.075647,180028,
canonical-903_0017,42.424474,-71.075168,180029,
canonical-903_0017,42.425946,-71.074571,180030,
canonical-903_0017,42.425997,-71.074550,180031,
canonical-903_0017,42.426572,-71.074314,180032,
canonical-903_0017,42.426713,-71.074257,180033,
canonical-903_0017,42.426713,-71.074257,190001,
canonical-903_0017,42.427275,-71.074027,190002,
canonical-903_0017,42.427410,-71.073974,190003,
canonical-903_0017,42.427858,-71.073801,190004,
canonical-903_0017,42.428226,-71.073647,190005,
canonical-903_0017,42.428529,-71.073511,190006,
canonical-903_0017,42.429877,-71.072970,190007,
canonical-903_0017,42.431566,-71.072312,190008,
canonical-903_0017,42.431941,-71.072164,190009,
canonical-903_0017,42.432017,-71.072134,190010,
canonical-903_0017,42.432094,-71.072104,190011,
canonical-903_0017,42.433000,-71.071732,190012,
canonical-903_0017,42.433538,-71.071536,190013,
canonical-903_0017,42.433925,-71.071425,190014,
canonical-903_0017,42.434283,-71.071349,190015,
canonical-903_0017,42.435239,-71.071164,190016,
canonical-903_0017,42.435330,-71.071151,190017,
canonical-903_0017,42.435418,-71.071138,190018,
canonical-903_0017,42.435525,-71.071118,190019,
canonical-903_0017,42.435658,-71.071095,190020,
canonical-903_0017,42.436397,-71.070961,190021,
canonical-903_0017,42.436967,-71.070867,190022,
canonical-903_0018,42.436967,-71.070867,10001,
canonical-903_0018,42.436397,-71.070961,10002,
canonical-903_0018,42.435658,-71.071095,10003,
canonical-903_0018,42.435525,-71.071118,10004,
canonical-903_0018,42.435418,-71.071138,10005,
canonical-903_0018,42.435330,-71.071151,10006,
canonical-903_0018,42.435239,-71.071164,10007,
canonical-903_0018,42.434283,-71.071349,10008,
canonical-903_0018,42.433925,-71.071425,10009,
canonical-903_0018,42.433538,-71.071536,10010,
canonical-903_0018,42.433000,-71.071732,10011,
canonical-903_0018,42.432094,-71.072104,10012,
canonical-903_0018,42.432017,-71.072134,10013,
canonical-903_0018,42.431941,-71.072164,10014,
canonical-903_0018,42.431566,-71.072312,10015,
canonical-903_0018,42.429877,-71.072970,10016,
canonical-903_0018,42.428529,-71.073511,10017,
canonical-903_0018,42.428226,-71.073647,10018,
canonical-903_0018,42.427858,-71.073801,10019,
canonical-903_0018,42.427410,-71.073974,10020,
canonical-903_0018,42.427275,-71.074027,10021,
canonical-903_0018,42.426713,-71.074257,10022,
canonical-903_0018,42.426713,-71.074257,20001,
canonical-903_0018,42.426572,-71.074314,20002,
canonical-903_0018,42.425997,-71.074550,20003,
canonical-903_0018,42.425946,-71.074571,20004,
canonical-903_0018,42.424474,-71.075168,20005,
canonical-903_0018,42.423310,-71.075647,20006,
canonical-903_0018,42.422460,-71.075987,20007,
canonical-903_0018,42.422051,-71.076139,20008,
canonical-903_0018,42.421711,-71.076258,20009,
canonical-903_0018,42.421633,-71.076285,20010,
canonical-903_0018,42.420656,-71.076547,20011,
canonical-903_0018,42.420264,-71.076624,20012,
canonical-903_0018,42.419499,-71.076744,20013,
canonical-903_0018,42.418976,-71.076807,20014,
canonical-903_0018,42.417822,-71.076835,20015,
canonical-903_0018,42.417641,-71.076835,20016,
canonical-903_0018,42.417129,-71.076831,20017,
canonical-903_0018,42.416433,-71.076805,20018,
canonical-903_0018,42.415910,-71.076804,20019,
canonical-903_0018,42.414700,-71.076825,20020,
canonical-903_0018,42.413161,-71.076867,20021,
canonical-903_0018,42.411561,-71.076908,20022,
canonical-903_0018,42.411038,-71.076913,20023,
canonical-903_0018,42.410595,-71.076891,20024,
canonical-903_0018,42.409317,-71.076932,20025,
canonical-903_0018,42.406351,-71.076988,20026,
canonical-903_0018,42.405784,-71.076990,20027,
canonical-903_0018,42.404992,-71.077003,20028,
canonical-903_0018,42.404896,-71.077003,20029,
canonical-903_0018,42.404411,-71.076996,20030,
canonical-903_0018,42.404288,-71.076998,20031,
canonical-903_0018,42.404159,-71.077001,20032,
canonical-903_0018,42.403952,-71.077022,20033,
canonical-903_0018,42.403952,-71.077022,30001,
canonical-903_0018,42.403722,-71.077045,30002,
canonical-903_0018,42.402716,-71.077092,30003,
canonical-903_0018,42.402646,-71.077100,30004,
canonical-903_0018,42.402447,-71.077121,30005,
canonical-903_0018,42.401722,-71.077151,30006,
canonical-903_0018,42.400793,-71.077191,30007,
canonical-903_0018,42.400432,-71.077209,30008,
canonical-903_0018,42.400069,-71.077209,30009,
canonical-903_0018,42.399364,-71.077232,30010,
canonical-903_0018,42.398849,-71.077236,30011,
canonical-903_0018,42.398491,-71.077262,30012,
canonical-903_0018,42.397769,-71.077266,30013,
canonical-903_0018,42.396978,-71.077280,30014,
canonical-903_0018,42.394309,-71.077294,30015,
canonical-903_0018,42.393336,-71.077273,30016,
canonical-903_0018,42.392659,-71.077216,30017,
canonical-903_0018,42.392659,-71.077216,40001,
canonical-903_0018,42.392354,-71.077191,40002,
canonical-903_0018,42.391317,-71.077086,40003,
canonical-903_0018,42.390653,-71.077048,40004,
canonical-903_0018,42.389980,-71.077044,40005,
canonical-903_0018,42.389523,-71.077050,40006,
canonical-903_0018,42.388473,-71.077017,40007,
canonical-903_0018,42.387963,-71.076995,40008,
canonical-903_0018,42.387402,-71.076947,40009,
canonical-903_0018,42.386970,-71.076938,40010,
canonical-903_0018,42.386457,-71.076925,40011,
canonical-903_0018,42.386303,-71.076923,40012,
canonical-903_0018,42.386191,-71.076929,40013,
canonical-903_0018,42.385786,-71.076923,40014,
canonical-903_0018,42.385596,-71.076927,40015,
canonical-903_0018,42.385274,-71.076927,40016,
